Ship_Type,Ship_Mode_Detail,Segment,Country,City,State,County_or_State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin (%),Unit Selling Price (After Discount),Profit per Unit,Estimated List Price (Before Discount),Discount Impact (Revenue Lost Due to Discount)
Second,Class,Corporate,United,States,Modesto,California,95351,West,Technology,Phones,52.792,1,20%,4.6193,9%,52.792,4.6193,65.99,13.198
Standard,Class,Corporate,United,States,Dallas,Texas,75217,Central,Furniture,Chairs,657.93,5,30%,-93.99,-14%,131.586,-18.798,187.98,281.97
Standard,Class,Consumer,United,States,Amarillo,Texas,79109,Central,Furniture,Furnishings,23.076,3,60%,-10.9611,-48%,7.692,-3.6537,19.23,34.614
First,Class,Consumer,United,States,Houston,Texas,77041,Central,Furniture,Furnishings,75.384,9,60%,-20.7306,-28%,8.376,-2.3034,20.94,113.076
Second,Class,Corporate,United,States,Seattle,Washington,98115,West,Furniture,Chairs,388.704,6,20%,38.8704,10%,64.784,6.4784,80.98,97.176
Second,Class,Corporate,United,States,Seattle,Washington,98115,West,Technology,Accessories,33.18,2,0%,11.613,35%,16.59,5.8065,16.59,0
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,21.184,1,20%,4.7664,23%,21.184,4.7664,26.48,5.296
Standard,Class,Consumer,United,States,Huntsville,Texas,77340,Central,Furniture,Furnishings,141.42,5,60%,-187.3815,-133%,28.284,-37.4763,70.71,212.13
Standard,Class,Consumer,United,States,Huntsville,Texas,77340,Central,Furniture,Chairs,310.744,4,30%,-26.6352,-9%,77.686,-6.6588,110.98,133.176
Second,Class,Consumer,United,States,Seattle,Washington,98115,West,Furniture,Furnishings,23.88,3,0%,10.5072,44%,7.96,3.5024,7.96,0
Second,Class,Consumer,United,States,Seattle,Washington,98115,West,Technology,Accessories,234.95,5,0%,32.893,14%,46.99,6.5786,46.99,0
Standard,Class,Consumer,United,States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,215.544,4,30%,-58.5048,-27%,53.886,-14.6262,76.98,92.376
Standard,Class,Consumer,United,States,Chicago,Illinois,60623,Central,Furniture,Chairs,127.386,2,30%,-25.4772,-20%,63.693,-12.7386,90.99,54.594
Standard,Class,Consumer,United,States,Chicago,Illinois,60653,Central,Furniture,Chairs,526.344,4,30%,-75.192,-14%,131.586,-18.798,187.98,225.576
Standard,Class,Consumer,United,States,Philadelphia,Pennsylvania,19134,East,Technology,Copiers,1079.976,4,40%,125.9972,12%,269.994,31.4993,449.99,719.984
Standard,Class,Consumer,United,States,Modesto,California,95351,West,Furniture,Chairs,161.568,2,20%,-28.2744,-18%,80.784,-14.1372,100.98,40.392
Standard,Class,Consumer,United,States,Houston,Texas,77070,Central,Technology,Accessories,18.528,2,20%,4.4004,24%,9.264,2.2002,11.58,4.632
Standard,Class,Consumer,United,States,Chicago,Illinois,60610,Central,Furniture,Furnishings,64.96,5,60%,-43.848,-68%,12.992,-8.7696,32.48,97.44
First,Class,Corporate,United,States,Riverside,California,92503,West,Technology,Accessories,41.94,2,0%,15.0984,36%,20.97,7.5492,20.97,0
Standard,Class,Corporate,United,States,Dallas,Texas,75081,Central,Furniture,Furnishings,72.78,3,60%,-70.9605,-98%,24.26,-23.6535,60.65,109.17
Standard,Class,Corporate,United,States,Lakeland,Florida,33801,South,Furniture,Tables,562.2925,7,45%,-255.5875,-45%,80.3275,-36.5125,146.05,460.0575
First,Class,Consumer,United,States,Seattle,Washington,98115,West,Technology,Copiers,13999.96,4,0%,6719.9808,48%,3499.99,1679.9952,3499.99,0
Standard,Class,Consumer,United,States,Middletown,Connecticut,6457,East,Technology,Accessories,238,2,0%,38.08,16%,119,19.04,119,0
Standard,Class,Consumer,United,States,Baltimore,Maryland,21215,East,Furniture,Tables,239.372,2,30%,-23.9372,-10%,119.686,-11.9686,170.98,102.588
Standard,Class,Consumer,United,States,Springfield,Oregon,97477,West,Furniture,Tables,277.5,4,50%,-188.7,-68%,69.375,-47.175,138.75,277.5
Standard,Class,Consumer,United,States,Philadelphia,Pennsylvania,19120,East,Furniture,Tables,1252.704,8,40%,-480.2032,-38%,156.588,-60.0254,260.98,835.136
Standard,Class,Consumer,United,States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,110.97,5,40%,-24.0435,-22%,22.194,-4.8087,36.99,73.98
Standard,Class,Corporate,United,States,Chicago,Illinois,60653,Central,Furniture,Furnishings,22.608,3,60%,-10.1736,-45%,7.536,-3.3912,18.84,33.912
Standard,Class,Corporate,United,States,Chicago,Illinois,60653,Central,Furniture,Furnishings,1.892,1,60%,-0.9933,-53%,1.892,-0.9933,4.73,2.838
Second,Class,Consumer,United,States,Chicago,Illinois,60623,Central,Furniture,Chairs,170.072,4,30%,-12.148,-7%,42.518,-3.037,60.74,72.888
Standard,Class,Consumer,United,States,Knoxville,Tennessee,37918,South,Technology,Accessories,89.568,4,20%,-1.1196,-1%,22.392,-0.2799,27.99,22.392
Standard,Class,Consumer,United,States,Dallas,Texas,75220,Central,Furniture,Furnishings,44.46,5,60%,-17.784,-40%,8.892,-3.5568,22.23,66.69
Standard,Class,Consumer,United,States,Dallas,Texas,75217,Central,Furniture,Furnishings,31.776,3,60%,-19.0656,-60%,10.592,-6.3552,26.48,47.664
Standard,Class,Consumer,United,States,Jacksonville,Florida,32216,South,Furniture,Tables,933.262,4,45%,-458.1468,-49%,233.3155,-114.5367,424.21,763.578
Standard,Class,Consumer,United,States,Jacksonville,Florida,32216,South,Furniture,Chairs,2803.92,5,20%,0,0%,560.784,0,700.98,700.98
Same,Day,Consumer,United,States,Jacksonville,Florida,32216,South,Furniture,Furnishings,43.936,4,20%,6.0412,14%,10.984,1.5103,13.73,10.984
Second,Class,Consumer,United,States,Chicago,Illinois,60653,Central,Furniture,Furnishings,4.712,2,60%,-1.8848,-40%,2.356,-0.9424,5.89,7.068
Standard,Class,Consumer,United,States,Seattle,Washington,98103,West,Technology,Copiers,299.99,1,0%,89.997,30%,299.99,89.997,299.99,0
Standard,Class,Consumer,United,States,Seattle,Washington,98103,West,Technology,Phones,242.624,8,20%,27.2952,11%,30.328,3.4119,37.91,60.656
Standard,Class,Consumer,United,States,Seattle,Washington,98103,West,Technology,Accessories,174.95,5,0%,12.2465,7%,34.99,2.4493,34.99,0
Standard,Class,Consumer,United,States,Dover,Delaware,19901,East,Technology,Phones,19.98,2,0%,5.1948,26%,9.99,2.5974,9.99,0
Standard,Class,Consumer,United,States,Aurora,Illinois,60505,Central,Furniture,Tables,69.375,1,50%,-47.175,-68%,69.375,-47.175,138.75,69.375
Standard,Class,Consumer,United,States,Aurora,Illinois,60505,Central,Technology,Phones,2003.168,4,20%,250.396,13%,500.792,62.599,625.99,500.792
Standard,Class,Corporate,United,States,Arlington,Virginia,22204,South,Technology,Accessories,111.98,2,0%,26.8752,24%,55.99,13.4376,55.99,0
Standard,Class,Consumer,United,States,Bakersfield,California,93309,West,Furniture,Tables,486.368,4,20%,36.4776,8%,121.592,9.1194,151.99,121.592
Standard,Class,Consumer,United,States,Houston,Texas,77036,Central,Furniture,Tables,376.509,3,30%,-43.0296,-11%,125.503,-14.3432,179.29,161.361
Standard,Class,Consumer,United,States,Columbus,Georgia,31907,South,Furniture,Furnishings,62.72,4,0%,24.4608,39%,15.68,6.1152,15.68,0
Standard,Class,Consumer,United,States,Columbus,Georgia,31907,South,Technology,Phones,2939.93,7,0%,764.3818,26%,419.99,109.1974,419.99,0
First,Class,Consumer,United,States,Andover,Massachusetts,1810,East,Furniture,Chairs,354.9,5,0%,88.725,25%,70.98,17.745,70.98,0
Standard,Class,Corporate,United,States,Decatur,Alabama,35601,South,Technology,Accessories,498,5,0%,184.26,37%,99.6,36.852,99.6,0
Standard,Class,Corporate,United,States,Hesperia,California,92345,West,Furniture,Chairs,436.704,6,20%,-38.2116,-9%,72.784,-6.3686,90.98,109.176
Standard,Class,Consumer,United,States,Knoxville,Tennessee,37918,South,Furniture,Furnishings,32.952,3,20%,6.5904,20%,10.984,2.1968,13.73,8.238
Standard,Class,Consumer,United,States,Knoxville,Tennessee,37918,South,Furniture,Chairs,218.376,3,20%,-10.9188,-5%,72.792,-3.6396,90.99,54.594
Standard,Class,Corporate,United,States,Lawrence,Massachusetts,1841,East,Furniture,Furnishings,31.4,5,0%,13.188,42%,6.28,2.6376,6.28,0
Standard,Class,Corporate,United,States,Lawrence,Massachusetts,1841,East,Furniture,Furnishings,9.48,1,0%,3.792,40%,9.48,3.792,9.48,0
Standard,Class,Corporate,United,States,Lawrence,Massachusetts,1841,East,Technology,Phones,209.5,10,0%,58.66,28%,20.95,5.866,20.95,0
Standard,Class,Corporate,United,States,Lawrence,Massachusetts,1841,East,Furniture,Furnishings,24.3,5,0%,10.449,43%,4.86,2.0898,4.86,0
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,32.448,2,20%,7.3008,23%,16.224,3.6504,20.28,8.112
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19134,East,Furniture,Tables,373.47,5,40%,-112.041,-30%,74.694,-22.4082,124.49,248.98
Standard,Class,Consumer,United,States,Athens,Georgia,30605,South,Furniture,Furnishings,186.54,3,0%,41.0388,22%,62.18,13.6796,62.18,0
Standard,Class,Consumer,United,States,Kissimmee,Florida,34741,South,Technology,Phones,751.984,2,20%,84.5982,11%,375.992,42.2991,469.99,187.996
Standard,Class,Corporate,United,States,Houston,Texas,77036,Central,Furniture,Chairs,241.5,4,30%,0,0%,60.375,0,86.25,103.5
Second,Class,Consumer,United,States,Franklin,Massachusetts,2038,East,Technology,Phones,137.94,3,0%,35.8644,26%,45.98,11.9548,45.98,0
Second,Class,Consumer,United,States,Franklin,Massachusetts,2038,East,Furniture,Furnishings,111.15,5,0%,48.906,44%,22.23,9.7812,22.23,0
Second,Class,Consumer,United,States,Franklin,Massachusetts,2038,East,Furniture,Tables,366.009,3,30%,-47.0583,-13%,122.003,-15.6861,174.29,156.861
Standard,Class,Corporate,United,States,Newark,Delaware,19711,East,Furniture,Furnishings,83.92,4,0%,5.8744,7%,20.98,1.4686,20.98,0
Standard,Class,Corporate,United,States,Newark,Delaware,19711,East,Technology,Accessories,141.9,5,0%,58.179,41%,28.38,11.6358,28.38,0
Standard,Class,Corporate,United,States,Newark,Delaware,19711,East,Furniture,Furnishings,39.98,2,0%,9.1954,23%,19.99,4.5977,19.99,0
Standard,Class,Consumer,United,States,Dallas,Texas,75217,Central,Furniture,Tables,933.408,4,30%,-173.3472,-19%,233.352,-43.3368,333.36,400.032
Standard,Class,Corporate,United,States,Arlington,Texas,76017,Central,Technology,Accessories,165.6,3,20%,-6.21,-4%,55.2,-2.07,69,41.4
Standard,Class,Corporate,United,States,Tempe,Arizona,85281,West,Technology,Accessories,62.352,6,20%,-10.9116,-18%,10.392,-1.8186,12.99,15.588
Second,Class,Consumer,United,States,Reading,Pennsylvania,19601,East,Furniture,Furnishings,303.92,5,20%,-30.392,-10%,60.784,-6.0784,75.98,75.98
Standard,Class,Corporate,United,States,Baltimore,Maryland,21215,East,Furniture,Furnishings,274.2,10,0%,112.422,41%,27.42,11.2422,27.42,0
Standard,Class,Consumer,United,States,Cleveland,Ohio,44105,East,Technology,Accessories,25.488,2,20%,4.4604,18%,12.744,2.2302,15.93,6.372
Second,Class,Corporate,United,States,Chicago,Illinois,60623,Central,Technology,Phones,49.616,2,20%,4.9616,10%,24.808,2.4808,31.01,12.404
Standard,Class,Corporate,United,States,Houston,Texas,77070,Central,Furniture,Chairs,344.372,4,30%,-93.4724,-27%,86.093,-23.3681,122.99,147.588
Standard,Class,Corporate,United,States,Houston,Texas,77070,Central,Furniture,Furnishings,127.88,5,60%,-67.137,-53%,25.576,-13.4274,63.94,191.82
Second,Class,Corporate,United,States,Chicago,Illinois,60653,Central,Furniture,Chairs,106.869,3,30%,-29.0073,-27%,35.623,-9.6691,50.89,45.801
Standard,Class,Consumer,United,States,Louisville,Colorado,80027,West,Technology,Accessories,46.688,4,20%,-2.918,-6%,11.672,-0.7295,14.59,11.672
Standard,Class,Corporate,United,States,Noblesville,Indiana,46060,Central,Furniture,Tables,2678.94,6,0%,241.1046,9%,446.49,40.1841,446.49,0
Standard,Class,Consumer,United,States,Omaha,Nebraska,68104,Central,Technology,Phones,35.98,2,0%,10.0744,28%,17.99,5.0372,17.99,0
Same,Day,Consumer,United,States,Seattle,Washington,98115,West,Furniture,Furnishings,199.8,10,0%,71.928,36%,19.98,7.1928,19.98,0
Second,Class,Consumer,United,States,Arlington,Virginia,22204,South,Technology,Machines,8749.95,5,0%,2799.984,32%,1749.99,559.9968,1749.99,0
Second,Class,Consumer,United,States,Arlington,Virginia,22204,South,Furniture,Furnishings,18.69,7,0%,7.1022,38%,2.67,1.0146,2.67,0
Standard,Class,Consumer,United,States,Lubbock,Texas,79424,Central,Technology,Copiers,479.976,3,20%,161.9919,34%,159.992,53.9973,199.99,119.994
Standard,Class,Corporate,United,States,Longmont,Colorado,80501,West,Technology,Accessories,165.6,3,20%,-6.21,-4%,55.2,-2.07,69,41.4
Standard,Class,Consumer,United,States,Amarillo,Texas,79109,Central,Furniture,Chairs,366.744,4,30%,-110.0232,-30%,91.686,-27.5058,130.98,157.176
First,Class,Consumer,United,States,Detroit,Michigan,48205,Central,Technology,Accessories,175.23,11,0%,61.3305,35%,15.93,5.5755,15.93,0
First,Class,Consumer,United,States,Detroit,Michigan,48205,Central,Technology,Phones,125.99,1,0%,31.4975,25%,125.99,31.4975,125.99,0
Standard,Class,Corporate,United,States,Houston,Texas,77041,Central,Furniture,Furnishings,73.784,2,60%,-77.4732,-105%,36.892,-38.7366,92.23,110.676
Second,Class,Consumer,United,States,Frisco,Texas,75034,Central,Furniture,Furnishings,30.336,6,60%,-17.4432,-58%,5.056,-2.9072,12.64,45.504
Standard,Class,Corporate,United,States,Milwaukee,Wisconsin,53209,Central,Technology,Phones,12.99,1,0%,0.2598,2%,12.99,0.2598,12.99,0
Same,Day,Consumer,United,States,Columbus,Ohio,43229,East,Technology,Phones,44.376,2,40%,-7.396,-17%,22.188,-3.698,36.98,29.584
Same,Day,Consumer,United,States,Columbus,Ohio,43229,East,Furniture,Furnishings,51.264,6,20%,7.6896,15%,8.544,1.2816,10.68,12.816
Same,Day,Consumer,United,States,Columbus,Ohio,43229,East,Technology,Accessories,159.984,2,20%,43.9956,28%,79.992,21.9978,99.99,39.996
Standard,Class,Consumer,United,States,Detroit,Michigan,48227,Central,Furniture,Chairs,389.97,3,0%,35.0973,9%,129.99,11.6991,129.99,0
First,Class,Corporate,United,States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,422.625,7,30%,0,0%,60.375,0,86.25,181.125
Standard,Class,Corporate,United,States,Columbus,Georgia,31907,South,Furniture,Furnishings,20.24,1,0%,8.7032,43%,20.24,8.7032,20.24,0
Standard,Class,Corporate,United,States,Columbus,Georgia,31907,South,Furniture,Furnishings,39.92,4,0%,11.1776,28%,9.98,2.7944,9.98,0
First,Class,Corporate,United,States,Aurora,Colorado,80013,West,Furniture,Furnishings,24.64,4,20%,4.004,16%,6.16,1.001,7.7,6.16
Standard,Class,Corporate,United,States,Chicago,Illinois,60623,Central,Technology,Copiers,719.976,3,20%,134.9955,19%,239.992,44.9985,299.99,179.994
Standard,Class,Consumer,United,States,Decatur,Alabama,35601,South,Technology,Accessories,239.92,8,0%,23.992,10%,29.99,2.999,29.99,0
First,Class,Consumer,United,States,Springfield,Virginia,22153,South,Furniture,Tables,1056.86,7,0%,158.529,15%,150.98,22.647,150.98,0
Same,Day,Consumer,United,States,Plantation,Florida,33317,South,Technology,Accessories,447.944,7,20%,89.5888,20%,63.992,12.7984,79.99,111.986
Second,Class,Corporate,United,States,Houston,Texas,77041,Central,Technology,Phones,453.576,3,20%,39.6879,9%,151.192,13.2293,188.99,113.394
Second,Class,Corporate,United,States,Houston,Texas,77041,Central,Technology,Phones,287.88,3,20%,35.985,13%,95.96,11.995,119.95,71.97
Second,Class,Corporate,United,States,Houston,Texas,77041,Central,Technology,Phones,131.88,3,20%,14.8365,11%,43.96,4.9455,54.95,32.97
Second,Class,Corporate,United,States,Houston,Texas,77041,Central,Furniture,Furnishings,2.328,2,60%,-0.7566,-33%,1.164,-0.3783,2.91,3.492
Second,Class,Corporate,United,States,Milwaukee,Wisconsin,53209,Central,Furniture,Chairs,1454.9,5,0%,378.274,26%,290.98,75.6548,290.98,0
Standard,Class,Consumer,United,States,Houston,Texas,77041,Central,Technology,Machines,998.85,5,40%,-199.77,-20%,199.77,-39.954,332.95,665.9
Standard,Class,Consumer,United,States,Rochester,Minnesota,55901,Central,Furniture,Tables,607.52,2,0%,97.2032,16%,303.76,48.6016,303.76,0
First,Class,Consumer,United,States,Greeley,Colorado,80634,West,Furniture,Furnishings,11.664,3,20%,3.3534,29%,3.888,1.1178,4.86,2.916
Second,Class,Consumer,United,States,Oxnard,California,93030,West,Technology,Accessories,82.95,5,0%,29.0325,35%,16.59,5.8065,16.59,0
Standard,Class,Consumer,United,States,Oakland,California,94601,West,Technology,Accessories,479.97,3,0%,177.5889,37%,159.99,59.1963,159.99,0
Second,Class,Consumer,United,States,Dallas,Texas,75217,Central,Furniture,Furnishings,30.56,5,60%,-19.864,-65%,6.112,-3.9728,15.28,45.84
Standard,Class,Consumer,United,States,Miami,Florida,33178,South,Technology,Accessories,111.96,5,20%,-1.3995,-1%,22.392,-0.2799,27.99,27.99
First,Class,Consumer,United,States,Bethlehem,Pennsylvania,18018,East,Furniture,Bookcases,177.45,5,50%,-78.078,-44%,35.49,-15.6156,70.98,177.45
Standard,Class,Consumer,United,States,Philadelphia,Pennsylvania,19140,East,Furniture,Bookcases,130.98,2,50%,-89.0664,-68%,65.49,-44.5332,130.98,130.98
Standard,Class,Consumer,United,States,Seattle,Washington,98105,West,Furniture,Furnishings,139.58,7,0%,39.0824,28%,19.94,5.5832,19.94,0
First,Class,Corporate,United,States,Nashville,Tennessee,37211,South,Furniture,Chairs,97.424,2,20%,10.9602,11%,48.712,5.4801,60.89,24.356
Same,Day,Consumer,United,States,Seattle,Washington,98103,West,Furniture,Furnishings,14.19,3,0%,5.5341,39%,4.73,1.8447,4.73,0
Same,Day,Consumer,United,States,Seattle,Washington,98103,West,Technology,Accessories,199.98,2,0%,75.9924,38%,99.99,37.9962,99.99,0
Same,Day,Consumer,United,States,Seattle,Washington,98103,West,Technology,Accessories,144.96,4,0%,60.8832,42%,36.24,15.2208,36.24,0
Same,Day,Consumer,United,States,Seattle,Washington,98103,West,Technology,Accessories,118,2,0%,20.06,17%,59,10.03,59,0
Standard,Class,Consumer,United,States,Houston,Texas,77041,Central,Furniture,Furnishings,21.968,4,60%,-15.9268,-73%,5.492,-3.9817,13.73,32.952
Standard,Class,Consumer,United,States,Houston,Texas,77041,Central,Technology,Phones,619.152,6,20%,69.6546,11%,103.192,11.6091,128.99,154.788
Second,Class,Consumer,United,States,Lakewood,California,90712,West,Furniture,Furnishings,94.2,5,0%,39.564,42%,18.84,7.9128,18.84,0
Second,Class,Consumer,United,States,Cleveland,Ohio,44105,East,Furniture,Furnishings,182.352,3,20%,-18.2352,-10%,60.784,-6.0784,75.98,45.588
Standard,Class,Consumer,United,States,Decatur,Illinois,62521,Central,Furniture,Chairs,600.558,3,30%,-8.5794,-1%,200.186,-2.8598,285.98,257.382
Standard,Class,Consumer,United,States,Decatur,Illinois,62521,Central,Furniture,Furnishings,7.692,1,60%,-3.6537,-48%,7.692,-3.6537,19.23,11.538
First,Class,Consumer,United,States,Mansfield,Texas,76063,Central,Furniture,Tables,517.405,5,30%,-81.3065,-16%,103.481,-16.2613,147.83,221.745
Standard,Class,Corporate,United,States,Akron,Ohio,44312,East,Technology,Phones,259.896,2,40%,-56.3108,-22%,129.948,-28.1554,216.58,173.264
Standard,Class,Corporate,United,States,Akron,Ohio,44312,East,Technology,Phones,247.188,2,40%,-49.4376,-20%,123.594,-24.7188,205.99,164.792
Standard,Class,Corporate,United,States,Akron,Ohio,44312,East,Technology,Accessories,279.96,5,20%,48.993,18%,55.992,9.7986,69.99,69.99
Standard,Class,Corporate,United,States,Nashville,Tennessee,37211,South,Technology,Phones,239.976,3,20%,26.9973,11%,79.992,8.9991,99.99,59.994
Standard,Class,Corporate,United,States,Nashville,Tennessee,37211,South,Furniture,Furnishings,31.168,4,20%,9.3504,30%,7.792,2.3376,9.74,7.792
Standard,Class,Corporate,United,States,Nashville,Tennessee,37211,South,Furniture,Tables,120.96,2,40%,-28.224,-23%,60.48,-14.112,100.8,80.64
Standard,Class,Corporate,United,States,Nashville,Tennessee,37211,South,Technology,Phones,2239.936,8,20%,223.9936,10%,279.992,27.9992,349.99,559.984
First,Class,Consumer,United,States,Houston,Texas,77041,Central,Technology,Phones,115.136,8,20%,11.5136,10%,14.392,1.4392,17.99,28.784
Standard,Class,Corporate,United,States,Murfreesboro,Tennessee,37130,South,Technology,Accessories,4.728,3,20%,0.7092,15%,1.576,0.2364,1.97,1.182
Standard,Class,Corporate,United,States,Murfreesboro,Tennessee,37130,South,Furniture,Furnishings,53.352,3,20%,16.0056,30%,17.784,5.3352,22.23,13.338
Standard,Class,Corporate,United,States,Murfreesboro,Tennessee,37130,South,Furniture,Bookcases,131.104,2,20%,8.194,6%,65.552,4.097,81.94,32.776
Standard,Class,Corporate,United,States,Murfreesboro,Tennessee,37130,South,Technology,Accessories,72.744,7,20%,-12.7302,-18%,10.392,-1.8186,12.99,18.186
Second,Class,Corporate,United,States,Seattle,Washington,98105,West,Furniture,Furnishings,126.3,3,0%,40.416,32%,42.1,13.472,42.1,0
Second,Class,Corporate,United,States,Seattle,Washington,98105,West,Technology,Accessories,1287.45,5,0%,244.6155,19%,257.49,48.9231,257.49,0
First,Class,Consumer,United,States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,83.988,2,40%,-20.997,-25%,41.994,-10.4985,69.99,55.992
First,Class,Consumer,United,States,Hillsboro,Oregon,97123,West,Furniture,Furnishings,11.032,1,20%,3.0338,28%,11.032,3.0338,13.79,2.758
First,Class,Consumer,United,States,Hillsboro,Oregon,97123,West,Technology,Accessories,53.04,3,20%,-4.641,-9%,17.68,-1.547,22.1,13.26
Standard,Class,Corporate,United,States,Columbia,Maryland,21044,East,Furniture,Furnishings,27.42,3,0%,9.3228,34%,9.14,3.1076,9.14,0
Standard,Class,Consumer,United,States,Columbus,Ohio,43229,East,Technology,Accessories,288,4,20%,57.6,20%,72,14.4,90,72
First,Class,Corporate,United,States,Huntsville,Texas,77340,Central,Furniture,Chairs,528.43,5,30%,0,0%,105.686,0,150.98,226.47
First,Class,Corporate,United,States,Houston,Texas,77070,Central,Furniture,Bookcases,1227.9984,6,32%,-36.1176,-3%,204.6664,-6.0196,300.98,577.8816
Standard,Class,Corporate,United,States,Phoenix,Arizona,85023,West,Technology,Phones,195.96,5,20%,19.596,10%,39.192,3.9192,48.99,48.99
Standard,Class,Corporate,United,States,Phoenix,Arizona,85023,West,Technology,Accessories,271.968,4,20%,54.3936,20%,67.992,13.5984,84.99,67.992
Standard,Class,Consumer,United,States,Houston,Texas,77041,Central,Technology,Phones,537.544,7,20%,47.0351,9%,76.792,6.7193,95.99,134.386
First,Class,Consumer,United,States,Philadelphia,Pennsylvania,19134,East,Technology,Copiers,1799.97,5,40%,239.996,13%,359.994,47.9992,599.99,1199.98
Standard,Class,Consumer,United,States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,118.65,5,40%,19.775,17%,23.73,3.955,39.55,79.1
Standard,Class,Corporate,United,States,Glendale,Arizona,85301,West,Furniture,Chairs,266.352,3,20%,13.3176,5%,88.784,4.4392,110.98,66.588
Second,Class,Consumer,United,States,Wilmington,Delaware,19805,East,Technology,Phones,307.98,2,0%,89.3142,29%,153.99,44.6571,153.99,0
Standard,Class,Consumer,United,States,Orlando,Florida,32839,South,Technology,Copiers,959.984,2,20%,311.9948,33%,479.992,155.9974,599.99,239.996
First,Class,Consumer,United,States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,617.976,3,20%,-7.7247,-1%,205.992,-2.5749,257.49,154.494
Standard,Class,Corporate,United,States,Sacramento,California,95823,West,Technology,Accessories,209.94,6,0%,39.8886,19%,34.99,6.6481,34.99,0
Standard,Class,Corporate,United,States,Sacramento,California,95823,West,Technology,Phones,31.984,2,20%,-7.996,-25%,15.992,-3.998,19.99,7.996
First,Class,Consumer,United,States,Chicago,Illinois,60653,Central,Furniture,Bookcases,493.43,5,30%,-70.49,-14%,98.686,-14.098,140.98,211.47
First,Class,Consumer,United,States,Chicago,Illinois,60653,Central,Technology,Phones,11.12,2,20%,3.475,31%,5.56,1.7375,6.95,2.78
Standard,Class,Corporate,United,States,Seattle,Washington,98105,West,Furniture,Furnishings,70.68,12,0%,31.0992,44%,5.89,2.5916,5.89,0
Same,Day,Consumer,United,States,Columbus,Ohio,43229,East,Technology,Machines,101.994,2,70%,-71.3958,-70%,50.997,-35.6979,169.99,237.986
Second,Class,Corporate,United,States,Springfield,Virginia,22153,South,Technology,Phones,494.97,3,0%,148.491,30%,164.99,49.497,164.99,0
Standard,Class,Consumer,United,States,Decatur,Illinois,62521,Central,Furniture,Furnishings,32.064,3,60%,-12.8256,-40%,10.688,-4.2752,26.72,48.096
Standard,Class,Consumer,United,States,Decatur,Illinois,62521,Central,Furniture,Chairs,191.079,3,30%,-38.2158,-20%,63.693,-12.7386,90.99,81.891
Standard,Class,Consumer,United,States,Chattanooga,Tennessee,37421,South,Technology,Accessories,95.976,3,20%,15.5961,16%,31.992,5.1987,39.99,23.994
Standard,Class,Consumer,United,States,Chattanooga,Tennessee,37421,South,Technology,Phones,143.928,9,20%,-32.3838,-23%,15.992,-3.5982,19.99,35.982
Standard,Class,Consumer,United,States,Rockford,Illinois,61107,Central,Technology,Phones,1439.968,4,20%,143.9968,10%,359.992,35.9992,449.99,359.992
Standard,Class,Consumer,United,States,Rockford,Illinois,61107,Central,Furniture,Tables,626.1,3,50%,-538.446,-86%,208.7,-179.482,417.4,626.1
Standard,Class,Consumer,United,States,Huntsville,Texas,77340,Central,Furniture,Tables,609.98,4,30%,-113.282,-19%,152.495,-28.3205,217.85,261.42
Standard,Class,Consumer,United,States,Huntsville,Texas,77340,Central,Furniture,Tables,211.372,2,30%,-45.294,-21%,105.686,-22.647,150.98,90.588
Standard,Class,Consumer,United,States,Huntsville,Texas,77340,Central,Technology,Phones,239.976,3,20%,17.9982,8%,79.992,5.9994,99.99,59.994
Standard,Class,Corporate,United,States,Milwaukee,Wisconsin,53209,Central,Furniture,Furnishings,99.95,5,0%,22.9885,23%,19.99,4.5977,19.99,0
Standard,Class,Corporate,United,States,Milwaukee,Wisconsin,53209,Central,Technology,Accessories,29.34,3,0%,10.8558,37%,9.78,3.6186,9.78,0
Same,Day,Corporate,United,States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,1119.888,14,20%,209.979,19%,79.992,14.9985,99.99,279.972
First,Class,Consumer,United,States,Portland,Oregon,97206,West,Technology,Machines,179.991,3,70%,-251.9874,-140%,59.997,-83.9958,199.99,419.979
Standard,Class,Consumer,United,States,Aurora,Illinois,60505,Central,Furniture,Chairs,239.358,3,30%,-47.8716,-20%,79.786,-15.9572,113.98,102.582
Standard,Class,Consumer,United,States,Jackson,Tennessee,38301,South,Furniture,Tables,934.956,6,40%,-249.3216,-27%,155.826,-41.5536,259.71,623.304
Standard,Class,Consumer,United,States,Jackson,Tennessee,38301,South,Technology,Accessories,46.864,2,20%,7.6154,16%,23.432,3.8077,29.29,11.716
Second,Class,Consumer,United,States,Jacksonville,Florida,32216,South,Furniture,Bookcases,155.456,4,20%,-7.7728,-5%,38.864,-1.9432,48.58,38.864
